嫂子,(informal) elder brother's wife; sister-in-law,sǎo zi,[sound:嫂子.mp3]
忠实,faithful; dependable,zhōng shí,[sound:忠实.mp3]
案例,(Law) case,àn lì,[sound:案例.mp3]
拼搏,struggle; wrestle,pīn bó,[sound:拼搏.mp3]
例外,(make an) exception,lì wài,[sound:例外.mp3]
生理,physiology,shēng lǐ,[sound:生理.mp3]
拖延,prolong; protraction; delay; stall; procrastinate,tuō yán,[sound:拖延.mp3]
阵容,line-up; troop arrangement,zhèn róng,[sound:阵容.mp3]
相声,comic dialogue; crosstalk,xiàng sheng,[sound:相声.mp3]
挑剔,picky; fastidious,tiāo ti,[sound:挑剔.mp3]
诈骗,defraud; swindle; blackmail,zhà piàn,[sound:诈骗.mp3]
权威,authority; authoritative,quán wēi,[sound:权威.mp3]
途径,way; channel,tú jìng,[sound:途径.mp3]
黎明,dawn; daybreak,lí míng,[sound:黎明.mp3]
当代,present day; contemporary,dāng dài,[sound:当代.mp3]
出卖,sell; betray; sell out,chū mài,[sound:出卖.mp3]
一流,top-grade,yī liú,[sound:一流.mp3]
天赋,natural talent,tiān fù,[sound:天赋.mp3]
乞丐,beggar,qǐ gài,[sound:乞丐.mp3]
以免,so as not to; in order to avoid; lest,yǐ miǎn,[sound:以免.mp3]
场所,location; place,chǎng suǒ,[sound:场所.mp3]
贫困,poor; impoverished,pín kùn,[sound:贫困.mp3]
普及,widespread; popular; popularize,pǔ jí,[sound:普及.mp3]
还原,restore to the original state; (Chemistry) reduce,huán yuán,[sound:还原.mp3]
琢磨,ponder; (also zhuómó: to polish (gems or literary works)),zuó mo,[sound:琢磨.mp3]
规范,standard (design or model); norm; without variation; to specify,guī fàn,[sound:规范.mp3]
霞,red clouds,xiá,[sound:霞.mp3]
公正,just; fair,gōng zhèng,[sound:公正.mp3]
董事长,chairman of the board,dǒng shì zhǎng,[sound:董事长.mp3]
无能为力,incapable of action; powerless; impotent,wú néng wéi lì,[sound:无能为力.mp3]
批发,wholesale,pī fā,[sound:批发.mp3]
片刻,a short period of time,piàn kè,[sound:片刻.mp3]
榜样,example; model,bǎng yàng,[sound:榜样.mp3]
领悟,comprehend; grasp; fathom,lǐng wù,[sound:领悟.mp3]
制服,uniform; to subdue; to bring under control,zhì fú,[sound:制服.mp3]
谣言,rumor,yáo yán,[sound:谣言.mp3]
沮丧,dejected; depressed; dispirited,jǔ sàng,[sound:沮丧.mp3]
边缘,edge; fringe; verge; brink,biān yuán,[sound:边缘.mp3]
无非,nothing but; only,wú fēi,[sound:无非.mp3]
典礼,celebration; ceremony,diǎn lǐ,[sound:典礼.mp3]
风度,elegant demeanor; grace; poise; style,fēng dù,[sound:风度.mp3]
瀑布,waterfall,pù bù,[sound:瀑布.mp3]
故障,malfunction; breakdown,gù zhàng,[sound:故障.mp3]
慢性,slow and patient; chronic (disease),màn xìng,[sound:慢性.mp3]
局部,part; local,jú bù,[sound:局部.mp3]
线索,trail; clues; hints; thread (of a story),xiàn suǒ,[sound:线索.mp3]
国务院,State Council (PRC); State Department (USA),guó wù yuàn,[sound:国务院.mp3]
人为,artificial; man-made,rén wéi,[sound:人为.mp3]
卓越,distinction; excellence; splendid,zhuó yuè,[sound:卓越.mp3]
钞票,paper money; bill,chāo piào,[sound:钞票.mp3]
悲惨,miserable; tragic,bēi cǎn,[sound:悲惨.mp3]
视野,field of vision,shì yě,[sound:视野.mp3]
防治,prevent and cure,fáng zhì,[sound:防治.mp3]
惦记,to remember with concern; to be concerned about; to think about; to keep thinking about; to worry about,diàn jì,[sound:惦记.mp3]
分解,to decompose; to resolve; to break down,fēn jiě,[sound:分解.mp3]
指定,appoint; designate,zhǐ dìng,[sound:指定.mp3]
畔,riverbank; side; boundary,pàn,[sound:畔.mp3]
原理,principle; theory,yuán lǐ,[sound:原理.mp3]
侦探,detective,zhēn tàn,[sound:侦探.mp3]
恨不得,cannot bear not; be dying to,hèn bu de,[sound:恨不得.mp3]
丰盛,sumptuous; lavish,fēng shèng,[sound:丰盛.mp3]
俗话,common saying; proverb,sú huà,[sound:俗话.mp3]
证书,certificate; credentials,zhèng shū,[sound:证书.mp3]
公关,public relations,gōng guān,[sound:公关.mp3]
模型,model; mould; matrix; pattern,mó xíng,[sound:模型.mp3]
反抗,resist; to revolt,fǎn kàng,[sound:反抗.mp3]
作弊,practice fraud; cheat,zuò bì,[sound:作弊.mp3]
军队,army troops,jūn duì,[sound:军队.mp3]
弱点,weak point; failing,ruò diǎn,[sound:弱点.mp3]
敬业,work ethic,jìng yè,[sound:敬业.mp3]
书籍,books; works,shū jí,[sound:书籍.mp3]
起伏,ups and downs; with a wavy motion,qǐ fú,[sound:起伏.mp3]
巷,lane; alley,xiàng,[sound:巷.mp3]
乐意,be happy/willing do something; content; satisfied,lè yì,[sound:乐意.mp3]
阻碍,obstruct; hinder; impede,zǔ ài,[sound:阻碍.mp3]
泄露,leak (information); divulge,xiè lòu,[sound:泄露.mp3]
势力,power; influence,shì li,[sound:势力.mp3]
竖,vertical; to erect; vertical stroke,shù,[sound:竖.mp3]
对抗,withstand; resist; antagonize,duì kàng,[sound:对抗.mp3]
加工,to process; processing; machining,jiā gōng,[sound:加工.mp3]
趣味,fun; interest; delight; taste,qù wèi,[sound:趣味.mp3]
真挚,sincere; sincerity; genuine,zhēn zhì,[sound:真挚.mp3]
着想,give consideration to; consider (other people's) needs,zhuó xiǎng,[sound:着想.mp3]
正月,the first month of the lunar calendar,zhēng yuè,[sound:正月.mp3]
磕,knock; tap,kē,[sound:磕.mp3]
虚假,false; phony; pretense; deceit,xū jiǎ,[sound:虚假.mp3]
蔓延,extend; spread; to creep,màn yán,[sound:蔓延.mp3]
补偿,compensation; make up,bǔ cháng,[sound:补偿.mp3]
复活,resurrection,fù huó,[sound:复活.mp3]
泼,to splash; to spill; rude and unreasonable; brutish,pō,[sound:泼.mp3]
交代,explain; account for; hand over,jiāo dài,[sound:交代.mp3]
人工,man-made; manpower; manual work,rén gōng,[sound:人工.mp3]
共鸣,physical resonance; sympathetic response to something,gòng míng,[sound:共鸣.mp3]
激发,to arouse; excite,jī fā,[sound:激发.mp3]
时而,"occasionally; often, but not at any fixed time",shí ér,[sound:时而.mp3]
试验,experiment; test,shì yàn,[sound:试验.mp3]
助理,assistant,zhù lǐ,[sound:助理.mp3]
检验,inspect; examine; to test,jiǎn yàn,[sound:检验.mp3]
赋予,confer upon; bestow; endow; entrust (a task),fù yǔ,[sound:赋予.mp3]
格局,structure; pattern,gé jú,[sound:格局.mp3]
反感,(strongly) dislike,fǎng ǎn,[sound:反感.mp3]
隧道,tunnel,suì dào,[sound:隧道.mp3]
高尚,nobly; lofty,gāo shàng,[sound:高尚.mp3]
勤劳,hardworking; diligent; industrious,qín láo,[sound:勤劳.mp3]
渺小,tiny; minute; negligible,miǎo xiǎo,[sound:渺小.mp3]
太空,outer space,tài kōng,[sound:太空.mp3]
汇报,report; give an account of; to collect information and report back,huì bào,[sound:汇报.mp3]
免得,so as not to; so as to avoid,miǎn de,[sound:免得.mp3]
出身,family background; class origin,chū shēn,[sound:出身.mp3]
曲折,winding; zigzag; complicated,qū zhé,[sound:曲折.mp3]
监狱,prison; jail,jiān yù,[sound:监狱.mp3]
蚂蚁,ant,mǎ yǐ,[sound:蚂蚁.mp3]
城堡,castle,chéng bǎo,[sound:城堡.mp3]
进化,evolution,jìn huà,[sound:进化.mp3]
丰满,"plump; well developed; plentiful; Fengman district of Jilin City, Jilin Province",fēng mǎn,[sound:丰满.mp3]
曲子,folk tune; music; melody,qǔ zi,[sound:曲子.mp3]
神圣,divine; holy; sacred,shén shèng,[sound:神圣.mp3]
平庸,mediocre,píng yōng,[sound:平庸.mp3]
虚荣,vanity,xū róng,[sound:虚荣.mp3]
预言,predict; prophecy,yù yán,[sound:预言.mp3]
团圆,have a reunion; reunite as a family,tuán yuán,[sound:团圆.mp3]
下属,subordinate; underling,xià shǔ,[sound:下属.mp3]
决策,Make policy; make strategic decision,jué cè,[sound:决策.mp3]
方言,dialect,fāng yán,[sound:方言.mp3]
贤惠,virtuous and dutiful (of women),xián huì,[sound:贤惠.mp3]
耀眼,dazzle; to shine,yào yǎn,[sound:耀眼.mp3]
被动,passive,bèi dòng,[sound:被动.mp3]
饥饿,hunger; hungry; starve,jī è,[sound:饥饿.mp3]
细致,delicate; meticulous,xì zhì,[sound:细致.mp3]
相差,differ; difference,xiāng chà,[sound:相差.mp3]
书法,calligraphy; penmanship,shū fǎ,[sound:书法.mp3]
挖掘,excavate; dig; unearth,wā jué,[sound:挖掘.mp3]
狠心,callous; cruel; cold-blooded,hěn xīn,[sound:狠心.mp3]
相应,correspond; relevant,xiāng yìng,[sound:相应.mp3]
意料,expectation; to anticipate; to think ahead,yì liào,[sound:意料.mp3]
陷阱,trap; snare,xiàn jǐng,[sound:陷阱.mp3]
栏目,"column (in a newspaper,TV,etc)",lán mù,[sound:栏目.mp3]
灯笼,lantern,dēng long,[sound:灯笼.mp3]
喇叭,horn; trumpet; loudspeaker,lǎ ba,[sound:喇叭.mp3]
故乡,hometown; homeland; birthplace,gù xiāng,[sound:故乡.mp3]
迷信,superstition; be superstitious,mí xìn,[sound:迷信.mp3]
床单,bed sheet,chuáng dān,[sound:床单.mp3]
腹泻,diarrhea,fù xiè,[sound:腹泻.mp3]
轨道,orbit; railway; trajectory,guǐ dào,[sound:轨道.mp3]
勇于,have the courage to; be brave enough,yǒng yú,[sound:勇于.mp3]
瞪,stare at; to glower,dèng,[sound:瞪.mp3]
无理取闹,to make trouble without reason (idiom); wilfully make trouble; to be deliberately provocative; deliberately awkward; pointless provocation,wú lǐ qǔn ào,[sound:无理取闹.mp3]
强制,enforce; control; coerce,qiáng zhì,[sound:强制.mp3]
落实,workable; implement,luò shí,[sound:落实.mp3]
步伐,pace; (measured) step; march,bù fá,[sound:步伐.mp3]
频率,frequency,pín lǜ,[sound:频率.mp3]
花瓣,petal,huā bàn,[sound:花瓣.mp3]
赞助,support; sponsor,zàn zhù,[sound:赞助.mp3]
舆论,public opinion,yú lùn,[sound:舆论.mp3]
猛烈,fierce; violent,měng liè,[sound:猛烈.mp3]
名额,particular number of people; quota,míng é,[sound:名额.mp3]
前景,outlook; future (prospects); foreground,qián jǐng,[sound:前景.mp3]
检讨,self-criticism; analyze,jiǎn tǎo,[sound:检讨.mp3]
消毒,disinfect; sterilize,xiāo dú,[sound:消毒.mp3]
伺候,serve; wait upon; act as a valet,cì hou,[sound:伺候.mp3]
疤,scar,bā,[sound:疤.mp3]
泛滥,to be in flood; to overflow (the banks); to inundate; to spread unchecked,fàn làn,[sound:泛滥.mp3]
弦,bow string; string of musical instruments,xián,[sound:弦.mp3]
罕见,rare; rarely seen; peculiar,hǎn jiàn,[sound:罕见.mp3]
鉴于,in light of; in view of; seeing that,jiàn yú,[sound:鉴于.mp3]
封闭,to seal; to close; confine,fēng bì,[sound:封闭.mp3]
裁判,judge; to referee; judgment,cái pàn,[sound:裁判.mp3]
棕色,brown (the color),zōng sè,[sound:棕色.mp3]
预算,budget,yù suàn,[sound:预算.mp3]
心甘情愿,totally willing; perfectly happy to,xīng ān qíng yuàn,[sound:心甘情愿.mp3]
使命,a (diplomatic or other) mission,shǐ mìng,[sound:使命.mp3]
资深,experienced; senior,zī shēn,[sound:资深.mp3]
补贴,subsidy; allowance,bǔ tiē,[sound:补贴.mp3]
团体,group; organization; team,tuán tǐ,[sound:团体.mp3]
盛开,to bloom; be in full flower,shèng kāi,[sound:盛开.mp3]
撒谎,to tell lies,sā huǎng,[sound:撒谎.mp3]
苦涩,bitter and astringent; pained; agonized; anguished,kǔ sè,[sound:苦涩.mp3]
妄想,vainly hope; wishful thinking; delusion,wàng xiǎng,[sound:妄想.mp3]
保守,"conservative (ideas, estimates, politically, etc.); to guard; to keep",bǎo shǒu,[sound:保守.mp3]
依据,according to; basis; foundation,yī jù,[sound:依据.mp3]
容器,container; receptacle; vessel,róng qì,[sound:容器.mp3]
过渡,to cross a river by ferry; transition; interim,guò dù,[sound:过渡.mp3]
晴朗,sunny and cloudless,qíng lǎng,[sound:晴朗.mp3]
辜负,let down; disappoint; fail to live up to,gū fù,[sound:辜负.mp3]
称号,title; term of address,chēng hào,[sound:称号.mp3]
贪污,"(political, moral) corruption; embezzle",tān wū,[sound:贪污.mp3]
可口,tasty; taste good,kě kǒu,[sound:可口.mp3]
收缩,pull back; shrink,shōu suō,[sound:收缩.mp3]
作息,work and rest,zuò xī,[sound:作息.mp3]
敷衍,to elaborate (on a theme); to expound (the classics); to do sth. half-heartedly or just for show; barely enough to get by; perfunctory; apathetic; to skimp; to botch,fū yǎn,[sound:敷衍.mp3]
疑惑,(a sense of) uncertainty; to feel unsure about something; uncertainty,yí huò,[sound:疑惑.mp3]
舟,boat (Kangxi radical 137),zhōu,[sound:舟.mp3]
形态,shape; form; pattern,xíng tài,[sound:形态.mp3]
齐全,complete,qí quán,[sound:齐全.mp3]
鸽子,dove; pigeon,gē zi,[sound:鸽子.mp3]
火箭,rocket,huǒ jiàn,[sound:火箭.mp3]
等候,wait; queue,děng hòu,[sound:等候.mp3]
沸腾,to boil; boiling,fèi téng,[sound:沸腾.mp3]
亏损,deficit; (financial) loss,kuī sǔn,[sound:亏损.mp3]
弥漫,fill the air; permeate; to suffuse,mí màn,[sound:弥漫.mp3]
初步,initial; preliminary; tentative,chū bù,[sound:初步.mp3]
引擎,engine,yǐn qíng,[sound:引擎.mp3]
安宁,peaceful; calm; tranquil; composed,ān níng,[sound:安宁.mp3]
周期,period; cycle; rhythm,zhōu qī,[sound:周期.mp3]
荣幸,honored,róng xìng,[sound:荣幸.mp3]
苍白,pale; wan; pallid,cāng bái,[sound:苍白.mp3]
当事人,persons involved or implicated; party (to an affair),dāng shì rén,[sound:当事人.mp3]
考察,inspect; investigate; analyze,kǎo chá,[sound:考察.mp3]
淹没,submerge; drown; to flood,yān mò,[sound:淹没.mp3]
要点,main point; essential,yào diǎn,[sound:要点.mp3]
双胞胎,twins,shuāng bāo tāi,[sound:双胞胎.mp3]
码头,dock; wharf,mǎ tou,[sound:码头.mp3]
不惜,to not hesitate; not spare,bù xī,[sound:不惜.mp3]
编织,to weave; to knit; to plait; to braid; to crochet,biān zhī,[sound:编织.mp3]
表态,make known one's position; declare where one stands,biǎo tài,[sound:表态.mp3]
坚韧,tough and durable; hard-bitten; firm and tenacious,jiān rèn,[sound:坚韧.mp3]
敞开,open wide,chǎng kāi,[sound:敞开.mp3]
交叉,cross; intersect,jiāo chā,[sound:交叉.mp3]
推销,to market; sell,tuī xiāo,[sound:推销.mp3]
虐待,to abuse; maltreat; tyrannize,nüè dài,[sound:虐待.mp3]
当选,be elected,dāng xuǎn,[sound:当选.mp3]
保姆,nanny; housekeeper,bǎo mǔ,[sound:保姆.mp3]
凑合,bring together; make do in a bad situation; improvise,còu he,[sound:凑合.mp3]
包围,surround; encircle; hem in,bāo wéi,[sound:包围.mp3]
连锁,chain (store etc); to interlock,lián suǒ,[sound:连锁.mp3]
争议,controversy; dispute; contention,zhēng yì,[sound:争议.mp3]
撇,left-curving stroke (丿); throw; fling,piě,[sound:撇.mp3]
占领,occupy (a territory); capture; seize,zhàn lǐng,[sound:占领.mp3]
出路,a way out; outlet,chū lù,[sound:出路.mp3]
茫然,unseeing; ignorant; have no knowledge of sth.,máng rán,[sound:茫然.mp3]
寄托,entrust somebody someone's care; consign; commit,jì tuō,[sound:寄托.mp3]
盈利,profit; gain,yíng lì,[sound:盈利.mp3]
明智,wise,míng zhì,[sound:明智.mp3]
延伸,extend; spread; stretch,yán shēn,[sound:延伸.mp3]
晾,dry in the air/sun; (colloquial) snub or ignore,liàng,[sound:晾.mp3]
呕吐,to vomit; retch; nausea,ǒu tù,[sound:呕吐.mp3]
进展,make progress; development; make headway,jìn zhǎn,[sound:进展.mp3]
请教,consult; seek advice,qǐng jiào,[sound:请教.mp3]
毅力,willpower; perseverance; will; stamina; tenacity,yì lì,[sound:毅力.mp3]
器官,organ; apparatus,qì guān,[sound:器官.mp3]
公安局,public security bureau,gōng ān jú,[sound:公安局.mp3]
本能,instinct,běn néng,[sound:本能.mp3]
发炎,become inflamed from infection or injury,fā yán,[sound:发炎.mp3]
发动,to start; to launch; mobilize,fā dòng,[sound:发动.mp3]
富裕,rich; to prosper; wealthy,fù yù,[sound:富裕.mp3]
刹车,brake (when driving); stop; switch off,shā chē,[sound:刹车.mp3]
谴责,denounce; condemn; criticize,qiǎn zé,[sound:谴责.mp3]
陶瓷,ceramics; pottery and porcelain,táo cí,[sound:陶瓷.mp3]
柔和,gentle; soft; mild,róu hé,[sound:柔和.mp3]
抚摸,gently caress and stroke; to pet; to fondle,fǔ mō,[sound:抚摸.mp3]
绅士,gentleman,shēn shì,[sound:绅士.mp3]
遗传,inherit; hereditary,yí chuán,[sound:遗传.mp3]
堆积,pile up; accumulate,duī jī,[sound:堆积.mp3]
留念,to keep as a souvenir,liú niàn,[sound:留念.mp3]
评估,evaluate,píng gū,[sound:评估.mp3]
根源,origin; root; source,gēn yuán,[sound:根源.mp3]
衬托,to set off; serve as a foil to,chèn tuō,[sound:衬托.mp3]
手势,gesture; sign; signal,shǒu shì,[sound:手势.mp3]
颈椎,cervical vertebra; the seven cervical vertebrae in the neck of humans and most mammals,jǐng zhuī,[sound:颈椎.mp3]
正当,"timely; just when, (dàng) proper",zhèng dāng,[sound:正当.mp3]
借鉴,take example by; use other people's experience,jiè jiàn,[sound:借鉴.mp3]
精通,proficient; have a good command of,jīng tōng,[sound:精通.mp3]
艘,(mw for boats and ships),sōu,[sound:艘.mp3]
信誉,reputation; prestige; trust,xìn yù,[sound:信誉.mp3]
愣,dumbfounded; stupefied; distracted; (spoken) blunt; rash,lèng,[sound:愣.mp3]
格式,form; specification; format,gé shì,[sound:格式.mp3]
通讯,communication; correspondence; news dispatch,tōng xùn,[sound:通讯.mp3]
侧面,side; profile; flank; face in profile,cè miàn,[sound:侧面.mp3]
审美,aesthetic sense; appreciation of the arts,shěn měi,[sound:审美.mp3]
对应,corresponding; counterpart,duì yìng,[sound:对应.mp3]
疲倦,tired; weary,pí juàn,[sound:疲倦.mp3]
吝啬,stingy; mean; miserly,lìn sè,[sound:吝啬.mp3]
将就,put up with; accept somewhat reluctantly,jiāng jiu,[sound:将就.mp3]
争夺,fight over,zhēng duó,[sound:争夺.mp3]
光彩,splendor; radiance; brilliance; honor,guāng cǎi,[sound:光彩.mp3]
摩擦,friction; clash (between two parties); conflict,mó cā,[sound:摩擦.mp3]
衷心,heartfelt; wholehearted; cordial,zhōng xīn,[sound:衷心.mp3]
克制,restrain; take a firm hold on,kè zhì,[sound:克制.mp3]
正规,formal; regular; according to standards,zhèng guī,[sound:正规.mp3]
动机,motive; motivation; intention,dòng jī,[sound:动机.mp3]
理所当然,(idiom) it goes without saying; certainly; of course; be natural and right,lǐ suǒ dāng rán,[sound:理所当然.mp3]
侵犯,encroach on; infringe on; violation,qīn fàn,[sound:侵犯.mp3]
迫不及待,be too impatient to wait,pò bù jí dài,[sound:迫不及待.mp3]
拿手,good at; adept,ná shǒu,[sound:拿手.mp3]
陶醉,"be intoxicated (with power, success, etc.)",táo zuì,[sound:陶醉.mp3]
冒充,pretend to be (somebody or something else); pass (somebody or something) off as; impersonate,mào chōng,[sound:冒充.mp3]
抢救,rescue; to save,qiǎng jiù,[sound:抢救.mp3]
冷落,to treat somebody coldy; to snub; desolate; to give the cold shoulder,lěng luò,[sound:冷落.mp3]
包袱,bundle wrapped in cloth; cloth-wrapper,bāo fu,[sound:包袱.mp3]
配备,provide; outfit with,pèi bèi,[sound:配备.mp3]
做主,decide; take the responsibility for a decision,zuò zhǔ,[sound:做主.mp3]
当面,to sb.'s face; in sb.'s presence,dāng miàn,[sound:当面.mp3]
挪,shift; move,nuó,[sound:挪.mp3]
迁就,humor; yield; adapt to; accommodate (something),qiān jiù,[sound:迁就.mp3]
探讨,inquire into; explore,tàn tǎo,[sound:探讨.mp3]
觉悟,consciousness; awareness; (Buddhist) enlightenment,jué wù,[sound:觉悟.mp3]
扩张,expansion; extension,kuò zhāng,[sound:扩张.mp3]
气味,odor; scent,qì wèi,[sound:气味.mp3]
比喻,metaphor; analogy; figure of speech,bǐ yù,[sound:比喻.mp3]
庞大,enormous; huge; tremendous,páng dà,[sound:庞大.mp3]
奴隶,slave,nú lì,[sound:奴隶.mp3]
回收,recycle; recover and put back to use,huí shōu,[sound:回收.mp3]
锤,hammer; weight,chuí,[sound:锤.mp3]
狼狈,in a difficult position or situation; in a tight corner; scoundrel! (derogatory),láng bèi,[sound:狼狈.mp3]
跟踪,follow somebody's tracks; tail; shadow,gēn zōng,[sound:跟踪.mp3]
罢工,to strike; go on strike,bà gōng,[sound:罢工.mp3]
迷惑,to puzzle; confuse; mystify,mí huò,[sound:迷惑.mp3]
物业,property management,wù yè,[sound:物业.mp3]
首饰,jewelry,shǒu shì,[sound:首饰.mp3]
示范,demonstrate; lead the way; show how something is done,shì fàn,[sound:示范.mp3]
雕塑,sculpture; a statue; a Buddhist image,diāo sù,[sound:雕塑.mp3]
幅度,width; margin; extent,fú dù,[sound:幅度.mp3]
凶手,murderer; assassin; assailant,xiōng shǒu,[sound:凶手.mp3]
批判,criticize; critique,pī pàn,[sound:批判.mp3]
绑架,kidnap; staking,bǎng jià,[sound:绑架.mp3]
辛勤,hardworking; diligent; industrious,xīn qín,[sound:辛勤.mp3]
捕捉,catch; to seize,bǔ zhuō,[sound:捕捉.mp3]
上级,higher authorities; superiors,shàng jí,[sound:上级.mp3]
迹象,mark; indication; sign,jì xiàng,[sound:迹象.mp3]
潜水,go diving,qián shuǐ,[sound:潜水.mp3]
干扰,interfere; obstruction,gān rǎo,[sound:干扰.mp3]
支出,spend; pay out; expense,zhī chū,[sound:支出.mp3]
预料,anticipate; to forecast; expectation,yù liào,[sound:预料.mp3]
逝世,pass away; to die,shì shì,[sound:逝世.mp3]
期限,time limit; deadline; allotted time,qī xiàn,[sound:期限.mp3]
兑现,cash a check; honor a commitment,duì xiàn,[sound:兑现.mp3]
局面,aspect; situation,jú miàn,[sound:局面.mp3]
个体,individual,gè tǐ,[sound:个体.mp3]
坡,slope,pō,[sound:坡.mp3]
搁,to place; put aside,gē,[sound:搁.mp3]
吹牛,to brag; (regional) to chat,chuī niú,[sound:吹牛.mp3]
启示,enlightenment; revelation,qǐ shì,[sound:启示.mp3]
股东,stockholder; shareholder,gǔ dōng,[sound:股东.mp3]
过滤,to filter; filter,guò lǜ,[sound:过滤.mp3]
酝酿,mull over (an issue); hold a preliminary round of exploratory discussions,yùn niàng,[sound:酝酿.mp3]
解除,remove; relieve (someone of their duties); sack; get rid of,jiě chú,[sound:解除.mp3]
缘故,reason; cause,yuán gù,[sound:缘故.mp3]
向来,always; all along,xiàng lái,[sound:向来.mp3]
枯燥,dry and dull; uninteresting,kū zào,[sound:枯燥.mp3]
小心翼翼,carefully; cautiously; with great care,xiǎo xīn yì yì,[sound:小心翼翼.mp3]
咀嚼,to chew,jǔ jué,[sound:咀嚼.mp3]
吃苦,bear hardships; suffer,chī kǔ,[sound:吃苦.mp3]
觉醒,awaken; arousal; realize,jué xǐng,[sound:觉醒.mp3]
联络,communication; to contact,lián luò,[sound:联络.mp3]
回避,avoid; shun; evade,huí bì,[sound:回避.mp3]
寻觅,to seek; to look for,xún mì,[sound:寻觅.mp3]
纠正,to correct; to make right,jiū zhèng,[sound:纠正.mp3]
海拔,height above sea level; elevation,hǎi bá,[sound:海拔.mp3]
雷达,radar,léi dá,[sound:雷达.mp3]
政权,regime; political power; authority,zhèng quán,[sound:政权.mp3]
搭档,team up; cooperate; work together,dā dàng,[sound:搭档.mp3]
光辉,radiance; brilliant; glory,guāng huī,[sound:光辉.mp3]
冤枉,to wrong; injustice; not worthwhile,yuān wang,[sound:冤枉.mp3]
报销,submit an expense account; apply for reimbursement; write off,bào xiāo,[sound:报销.mp3]
荒唐,beyond belief; preposterous; absurd; intemperate,huāng tang,[sound:荒唐.mp3]
繁忙,busy; bustling,fán máng,[sound:繁忙.mp3]
素食,vegetables; vegetarian food,sù shí,[sound:素食.mp3]
统治,to rule (a country); govern; governance,tǒng zhì,[sound:统治.mp3]
倘若,provided that; supposing that; if; in case,tǎng ruò,[sound:倘若.mp3]
坦白,honest; forthcoming; to confess,tǎn bái,[sound:坦白.mp3]
甭,need not; (contraction of 不 and 用),béng,[sound:甭.mp3]
识别,identify; distinguish; discern,shí bié,[sound:识别.mp3]
武装,arms; equipment; to arm,wǔ zhuāng,[sound:武装.mp3]
慰问,to express sympathy; consolation; extend regards to; salute,wèi wèn,[sound:慰问.mp3]
走廊,corridor; hallway,zǒu láng,[sound:走廊.mp3]
事项,matter; item,shì xiàng,[sound:事项.mp3]
轮胎,tire (of a wheel),lún tāi,[sound:轮胎.mp3]
记载,write down; to record,jì zǎi,[sound:记载.mp3]
动静,sound of activity; activity,dòng jìng,[sound:动静.mp3]
摧残,to ruin; devastate; vandalize,cuī cán,[sound:摧残.mp3]
打仗,fight; go to war; fight a battle,dǎ zhàng,[sound:打仗.mp3]
务必,must; need to; be sure to,wù bì,[sound:务必.mp3]
鲜明,bright; clear-cut; distinct,xiān míng,[sound:鲜明.mp3]
公式,formula,gōng shì,[sound:公式.mp3]
荤,meat or fish dish; pungent vegetables forbidden to Buddhist vegetarians,hūn,[sound:荤.mp3]
固然,admittedly; it is true that; indeed,gù rán,[sound:固然.mp3]
隐瞒,conceal; hide; (a taboo subject); cover up the truth,yǐn mán,[sound:隐瞒.mp3]
口音,accent,kǒu yīn,[sound:口音.mp3]
推理,reasoning; speculative; inference,tuī lǐ,[sound:推理.mp3]
卫星,satellite,wèi xīng,[sound:卫星.mp3]
治安,law and order; public security,zhì ān,[sound:治安.mp3]
显著,notable; marked; outstanding; remarkable,xiǎn zhù,[sound:显著.mp3]
布局,arrangement; composition; layout,bù jú,[sound:布局.mp3]
平面,a plane (i.e. flat surface); type; category,píng miàn,[sound:平面.mp3]
应酬,socialize with; a social engagement,yìng chou,[sound:应酬.mp3]
分量,weight; heft; amount,fèn liàng,[sound:分量.mp3]
慎重,cautious; careful; prudent,shèn zhòng,[sound:慎重.mp3]
野蛮,barbarous; uncivilized; cruel; wild,yě mán,[sound:野蛮.mp3]
要素,essential factor; key constituent,yào sù,[sound:要素.mp3]
崭新,brand new,zhǎn xīn,[sound:崭新.mp3]
揭露,expose; unmask,jiē lù,[sound:揭露.mp3]
成天,all day long; all the time,chéng tiān,[sound:成天.mp3]
顾问,adviser; consultant,gù wèn,[sound:顾问.mp3]
别致,unique; unconventional; fancy,bié zhì,[sound:别致.mp3]
旗袍,cheongsam; Chinese-style dress,qí páo,[sound:旗袍.mp3]
颠倒,turn upside down; upend,diān dǎo,[sound:颠倒.mp3]
以便,so that; in order to,yǐ biàn,[sound:以便.mp3]
额外,extra; added; additional,é wài,[sound:额外.mp3]
肆无忌惮,absolutely unrestrained; unbridled; without the slightest scruple,sì wú jì dàn,[sound:肆无忌惮.mp3]
慷慨,vehement; fervent; generous,kāng kǎi,[sound:慷慨.mp3]
轮廓,outline; silhouette,lún kuò,[sound:轮廓.mp3]
企图,(to ) attempt; try; attempt,qǐ tú,[sound:企图.mp3]
瘫痪,paralysis,tān huàn,[sound:瘫痪.mp3]
阴谋,a plot; a conspiracy,yīn móu,[sound:阴谋.mp3]
薪水,salary; wage; pay; stipend,xīn shuǐ,[sound:薪水.mp3]
坟墓,tomb; sepulcher,fén mù,[sound:坟墓.mp3]
命名,give a name; to dub; christen; naming,mìng míng,[sound:命名.mp3]
液体,liquid,yè tǐ,[sound:液体.mp3]
倒闭,go bankrupt; close down,dǎo bì,[sound:倒闭.mp3]
